Text,Date,CleanSVM,CleanIndoBERTweet
Presiden Prabowo dijadwalkan menggelar rapat terbatas (ratas) terkait kereta cepat. Sejumlah menteri dipanggil ke istana di antaranya Menteri Keuangan Purbaya Yudhi Sadewa Menteri Koordinator Perekonomian Airlangga Hartato dan Menteri Investasi Rosan Roeslani. Simak berita https://t.co/RWU6mxUC0o,Wed Nov 05 12:30:00 +0000 2025,presiden prabowo jadwal gelar rapat batas ratas kait kereta cepat jumlah menteri panggil istana antara menteri uang purbaya yudhi sadewa menteri koordinator ekonomi airlangga hartato menteri investasi ros roeslani simak berita,presiden prabowo dijadwalkan menggelar rapat terbatas (ratas) terkait kereta cepat. sejumlah menteri dipanggil ke istana di antaranya menteri keuangan purbaya yudhi sadewa menteri koordinator perekonomian airlangga hartato dan menteri investasi rosan roeslani. simak berita
@KangManto123 Kalau saya jadi pak purbaya lbh baik mengundurkan diri saja.,Wed Nov 05 12:29:35 +0000 2025,kalau jadi pak purbaya lebih baik undur diri,kalau saya jadi pak purbaya lebih baik mengundurkan diri saja.
Ketua Komite IV DPD Ahmad Nawardi mengeluhkan ruangan tempatnya rapat sangat kecil dan terbatas. Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa pun mempersilakan DPD untuk pindah ke Ibu Kota Nusantara (IKN) Kalimantan Timur duluan. Momen itu terjadi saat Komite IV DPD dan https://t.co/ozSHx9cEnF,Wed Nov 05 12:12:01 +0000 2025,ketua komite iv dpd ahmad nawardi keluh ruang tempat rapat sangat kecil batas menteri uang menkeu purbaya yudhi sadewa sila dpd pindah ibu kota nusantara ikn kalimantan timur duluan momen jadi komite iv dpd,ketua komite iv dpd ahmad nawardi mengeluhkan ruangan tempatnya rapat sangat kecil dan terbatas. menteri keuangan (menkeu) purbaya yudhi sadewa pun mempersilakan dpd untuk pindah ke ibu kota nusantara (ikn) kalimantan timur duluan. momen itu terjadi saat komite iv dpd dan
Gubernur Jawa Barat (Jabar) Dedi Mulyadi merespons terkait permintaan maaf dari Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa menyusul polemik uang daerah yang mengendap di perbankan. Alih-alih menyambutnya Dedi justru menyatakan tidak perlu ada permintaan maaf karena ia https://t.co/0psfYAqnJ8,Wed Nov 05 12:04:08 +0000 2025,gubernur jawa barat jabar dedi mulyadi respons kait minta maaf menteri uang menkeu purbaya yudhi sadewa susul polemik uang daerah endap perban alihalih sambut dedi justru nyata perlu minta maaf,gubernur jawa barat (jabar) dedi mulyadi merespons terkait permintaan maaf dari menteri keuangan (menkeu) purbaya yudhi sadewa menyusul polemik uang daerah yang mengendap di perbankan. alih-alih menyambutnya dedi justru menyatakan tidak perlu ada permintaan maaf karena ia
@DedynurPalakka Semoga sehat selalu bapak terbaik. Purbaya Yudhi Sadewa,Wed Nov 05 12:02:51 +0000 2025,moga sehat selalu bapak baik purbaya yudhi sadewa,semoga sehat selalu bapak terbaik. purbaya yudhi sadewa
@javieralaqsa @ainunnajib Anies Baswedan lahir 1969 sudah berusia 56 tahun sehingga kurang cocok disebut tokoh muda seperti Zohran Mamdani (1991). Menkeu Purbaya juga figur senior dengan pengalaman panjang di pemerintahan bukan progresif muda ala sosialisme. Tsamara Amany tetap pilihan terdekat karena,Wed Nov 05 11:50:25 +0000 2025,anies baswedan lahir usia tahun kurang cocok sebut tokoh muda zohran mamdani menkeu purbaya figur senior alam panjang perintah bukan progresif muda ala sosialisme tsamara amany tetap pilih dekat,anies baswedan lahir 1969 sudah berusia 56 tahun sehingga kurang cocok disebut tokoh muda seperti zohran mamdani (1991). menkeu purbaya juga figur senior dengan pengalaman panjang di pemerintahan bukan progresif muda ala sosialisme. tsamara amany tetap pilihan terdekat karena
@JeloveNoah @KangManto123 Betul.... Purbaya lebih baik mengundurkan diri....,Wed Nov 05 11:28:05 +0000 2025,betul purbaya lebih baik undur diri,betul.... purbaya lebih baik mengundurkan diri....
Indeks Harga Saham Gabungan (IHSG) telah mencatatkan rekor tertinggi sepanjang masa sebanyak enam kali sejak Purbaya Yudhi Sadewa menjabat sebagai Menteri Keuangan pada September lalu. Capaian ini menunjukkan respons positif pasar terhadap kebijakan pro-pertumbuhan pemerintahan https://t.co/XNxrt5wyfg,Wed Nov 05 11:21:16 +0000 2025,indeks harga saham gabung ihsg catat rekor tinggi panjang masa banyak enam kali sejak purbaya yudhi sadewa jabat menteri uang september lalu capai tunjuk respons positif pasar bijak propertumbuhan perintah,indeks harga saham gabungan (ihsg) telah mencatatkan rekor tertinggi sepanjang masa sebanyak enam kali sejak purbaya yudhi sadewa menjabat sebagai menteri keuangan pada september lalu. capaian ini menunjukkan respons positif pasar terhadap kebijakan pro-pertumbuhan pemerintahan
Solusi untuk Pedagang Thrifting dari Presiden Prabowo Menkeu Purbaya Yudhi Sadewa mempertegas larangan impor pakaian bekas ilegal (sesuai Permendag No. 40/2022) untuk melindungi industri tekstil dan UMKM lokal yang dirugikan. Keputusan ini membuat pedagang thrifting khawatir. https://t.co/tNRHJ3yoSv,Wed Nov 05 11:13:41 +0000 2025,solusi dagang thrifting presiden prabowo menkeu purbaya yudhi sadewa tegas larang impor pakai bekas ilegal sesuai permendag lindung industri tekstil umkm lokal rugi putus buat dagang thrifting khawatir,solusi untuk pedagang thrifting dari presiden prabowo menkeu purbaya yudhi sadewa mempertegas larangan impor pakaian bekas ilegal (sesuai permendag no. 40/2022) untuk melindungi industri tekstil dan umkm lokal yang dirugikan. keputusan ini membuat pedagang thrifting khawatir.
@Jasonadriel8801 @xathrya Gak bagus ya purbaya,Wed Nov 05 11:03:23 +0000 2025,bagus purbaya,tidak bagus ya purbaya
Anggota Komite IV DPD RI Habib Ali Alwi mengingatkan Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa agar berhati-hati di tengah dinamika kebijakan fiskal yang berani dan berpotensi menantang banyak kepentingan. Pernyataan ini disampaikan dalam rapat kerja Komite IV DPD RI https://t.co/puDPRuwAGF,Wed Nov 05 11:01:28 +0000 2025,anggota komite iv dpd ri habib ali alwi ingat menteri uang menkeu purbaya yudhi sadewa berhatihati tengah dinamika bijak fiskal berani potensi tantang banyak penting nyata sampai rapat kerja komite iv dpd ri,anggota komite iv dpd ri habib ali alwi mengingatkan menteri keuangan (menkeu) purbaya yudhi sadewa agar berhati-hati di tengah dinamika kebijakan fiskal yang berani dan berpotensi menantang banyak kepentingan. pernyataan ini disampaikan dalam rapat kerja komite iv dpd ri
Hal ini pernah disinggung oleh Menteri Keuangan Purbaya Yudhi Sadewa yang menyarankan pemula untuk belajar lebih dulu sebelum terjun langsung. Selengkapnya di https://t.co/lTluxIfzEs atau klik link di bio. #AkademiCryptoNews,Wed Nov 05 11:00:17 +0000 2025,pernah singgung menteri uang purbaya yudhi sadewa saran mula ajar lebih dulu terjun langsung lengkap klik link bio,hal ini pernah disinggung oleh menteri keuangan purbaya yudhi sadewa yang menyarankan pemula untuk belajar lebih dulu sebelum terjun langsung. selengkapnya di atau klik link di bio. #akademicryptonews
@txtdrimedia Aku tak pengaruhi yg penting Purbaya berusaha kerja utk melindungi daya beli masyarakat kembali pulih ekonomi membaik. Masalah anak biarkan saja selagi masih koridor kritik dan tdk termasuk pelecehan agama.,Wed Nov 05 10:41:00 +0000 2025,tak pengaruh penting purbaya usaha kerja lindung daya beli masyarakat pulih ekonomi baik masalah anak biar koridor kritik masuk leceh agama,saya tak pengaruhi yang penting purbaya berusaha kerja untuk melindungi daya beli masyarakat kembali pulih ekonomi membaik. masalah anak biarkan saja selagi masih koridor kritik dan tidak termasuk pelecehan agama.
Pasca pengumuman pertumbuhan ekonomi kuartal III-2025 yang mencapai 5 04% Presiden Prabowo memanggil sejumlah menteri ke istana Rabu (5/11/2025). Turut hadir Menko Perekonomian Airlangga Hartarto Menteri Keuangan Purbaya Yudhi Sadewa Menteri Perdagangan Budi Santoso https://t.co/ndu4E9iXmG,Wed Nov 05 10:37:07 +0000 2025,pasca umum tumbuh ekonomi kuartal iii capai presiden prabowo panggil jumlah menteri istana rabu turut hadir menko ekonomi airlangga hartarto menteri uang purbaya yudhi sadewa menteri dagang budi santoso,pasca pengumuman pertumbuhan ekonomi kuartal iii-2025 yang mencapai 5 04% presiden prabowo memanggil sejumlah menteri ke istana rabu (5/11/2025). turut hadir menko perekonomian airlangga hartarto menteri keuangan purbaya yudhi sadewa menteri perdagangan budi santoso
@Piyusaja2 Mending di pimpin sendiri bersama Gibran GK usah pakai mentri².dari pada kebijakan Mentri yang sdh tersiar di publik di batasi pimpinannya kembali. Kocak emang. Pak purbaya gebrakanya udh mantap di dukung rakyat. Akirnya jadi muntah.,Wed Nov 05 10:22:37 +0000 2025,mending pimpin sendiri sama gibran usah pakai tri dari bijak tri siar publik batas pimpin kocak emang pak purbaya gebrakanya mantap dukung rakyat akirnya jadi muntah,mending di pimpin sendiri bersama gibran tidak usah pakai mentri².dari pada kebijakan mentri yang sudah tersiar di publik di batasi pimpinannya kembali. kocak emang. pak purbaya gebrakanya sudah mantap di dukung rakyat. akirnya jadi muntah.
𝐊𝐞𝐭𝐢𝐤𝐚 𝐆𝐞𝐧 𝐙 𝐈𝐧𝐠𝐢𝐧 𝐁𝐞𝐫𝐭𝐚𝐧𝐲𝐚 𝐊𝐞 𝐌𝐞𝐧𝐤𝐞𝐮 𝐏𝐮𝐫𝐛𝐚𝐲𝐚 𝐒𝐨𝐚𝐥 𝐂𝐚𝐫𝐚 𝐌𝐞𝐧𝐚𝐛𝐮𝐧𝐠: 𝐏𝐚𝐤 𝐒𝐢𝐧𝐢 𝐃𝐮𝐥𝐮 𝐆𝐚𝐤 𝐒𝐢𝐡 𝐏𝐚𝐤? Menteri Keuangan Purbaya Yudhi Sadewa kembali mencuri perhatian publik berkat sikapnya yang rendah hati dan https://t.co/lK0wUnH8f3,Wed Nov 05 10:21:34 +0000 2025,                 menteri uang purbaya yudhi sadewa curi perhati publik berkat sikap rendah hati,𝐊𝐞𝐭𝐢𝐤𝐚 𝐆𝐞𝐧 𝐙 𝐈𝐧𝐠𝐢𝐧 𝐁𝐞𝐫𝐭𝐚𝐧𝐲𝐚 𝐊𝐞 𝐌𝐞𝐧𝐤𝐞𝐮 𝐏𝐮𝐫𝐛𝐚𝐲𝐚 𝐒𝐨𝐚𝐥 𝐂𝐚𝐫𝐚 𝐌𝐞𝐧𝐚𝐛𝐮𝐧𝐠: 𝐏𝐚𝐤 𝐒𝐢𝐧𝐢 𝐃𝐮𝐥𝐮 𝐆𝐚𝐤 𝐒𝐢𝐡 𝐏𝐚𝐤? menteri keuangan purbaya yudhi sadewa kembali mencuri perhatian publik berkat sikapnya yang rendah hati dan
@B3doel___ KASIHAN juga PURBAYA manusia cerdas dan baik hanya di jadikan BONEKA BEMPER nya @prabowo sekalipun ada 1.000 purbaya di negeri ini Indonesia tidak akan BERUBAH menjadi lebih baik karena politik kerakusan &amp; ketamakan telah MENGAKAR di hati para PEMIMPIN kalian,Wed Nov 05 09:48:36 +0000 2025,kasihan purbaya manusia cerdas baik jadi boneka bemper nya sekalipun purbaya negeri indonesia ubah jadi lebih baik politik rakus amp tamak akar hati pimpin kalian,kasihan juga purbaya manusia cerdas dan baik hanya di jadikan boneka bemper nya sekalipun ada 1.000 purbaya di negeri ini indonesia tidak akan berubah menjadi lebih baik karena politik kerakusan &amp; ketamakan telah mengakar di hati para pemimpin kalian
@FelixSGL1 Ane lebih wait n see aja efek Purbaya baru keliatan Kuartal IV belom lagi bansos digelontorin juga pas kuartal itu,Wed Nov 05 09:45:09 +0000 2025,ane lebih wait see efek purbaya baru liat kuartal iv bom bansos digelontorin pas kuartal,ane lebih wait dan see saja efek purbaya baru keliatan kuartal iv belom lagi bansos digelontorin juga pas kuartal itu
Bahwa pemerintahan pak prabowo msh ada kurangnya Makanya pintu utk membantu dr dalam sdh kami buka lebar2. Purbaya itu contoh dia tahu kekurangan dia presentasikan juga solusinya. Krn komptensi dan solusinya bagus kt beri kesempatan. Silahkan kalo ada ahli yg mau nyusul,Wed Nov 05 09:17:05 +0000 2025,perintah pak prabowo kurang makanya pintu bantu buka lebar purbaya contoh tahu kurang presentasi solusi komptensi solusi bagus kata beri sempat silah kalau ahli mau nyusul,bahwa pemerintahan pak prabowo masih ada kurangnya makanya pintu untuk membantu dari dalam sudah kami buka lebar2. purbaya itu contoh dia tahu kekurangan dia presentasikan juga solusinya. karena komptensi dan solusinya bagus kata beri kesempatan. silahkan kalau ada ahli yang mau nyusul
Menteri Keuangan Purbaya Yudhi Sadewa akan mengeluarkan kebijakan tarif cukai khusus pada Desember 2025 untuk produsen rokok ilegal di dalam negeri. Tujuannya supaya produsen rokok ilegal yang selama ini beroperasi masuk ke Kawasan Industri Hasil Tembakau atau KIHT dan melegalkan https://t.co/rrFrmM9CKJ,Wed Nov 05 09:16:50 +0000 2025,menteri uang purbaya yudhi sadewa keluar bijak tarif cukai khusus desember produsen rokok ilegal negeri tuju produsen rokok ilegal lama operasi masuk kawasan industri hasil tembakau kiht legal,menteri keuangan purbaya yudhi sadewa akan mengeluarkan kebijakan tarif cukai khusus pada desember 2025 untuk produsen rokok ilegal di dalam negeri. tujuannya supaya produsen rokok ilegal yang selama ini beroperasi masuk ke kawasan industri hasil tembakau atau kiht dan melegalkan
Menteri Keuangan RI Purbaya Yudhi Sadewa mengaku dijanjikan hadiah oleh Presiden Prabowo Subianto. Hadiah itu akan diberikan jika pertumbuhan ekonomi pada akhir 2025 tumbuh di atas 5 5%. #detikfinance #Purbaya #Ekonomi #Hadiah https://t.co/KyBZpAuHJD,Wed Nov 05 09:00:01 +0000 2025,menteri uang ri purbaya yudhi sadewa aku janji hadiah presiden prabowo subianto hadiah beri tumbuh ekonomi akhir tumbuh atas,menteri keuangan ri purbaya yudhi sadewa mengaku dijanjikan hadiah oleh presiden prabowo subianto. hadiah itu akan diberikan jika pertumbuhan ekonomi pada akhir 2025 tumbuh di atas 5 5%. #detikfinance #purbaya #ekonomi #hadiah
Dalam podcast Terus Terang Mahfud MD menanggapi pernyataan Menteri Keuangan Purbaya Yudhi Sadewa di CNN yang menegaskan tidak akan ada lagi perlindungan bagi oknum pajak dan cukai nakal. Mahfud mendukung langkah itu dan menilai Purbaya berani menegakkan integritas. Ia kemudian https://t.co/rGgRY2hCc4,Wed Nov 05 08:56:08 +0000 2025,podcast terus terang mahfud md tanggap nyata menteri uang purbaya yudhi sadewa cnn tegas lindung oknum pajak cukai nakal mahfud dukung langkah nilai purbaya berani tegak integritas kemudian,dalam podcast terus terang mahfud md menanggapi pernyataan menteri keuangan purbaya yudhi sadewa di cnn yang menegaskan tidak akan ada lagi perlindungan bagi oknum pajak dan cukai nakal. mahfud mendukung langkah itu dan menilai purbaya berani menegakkan integritas. ia kemudian
Beredar unggahan video di platform media sosial TikTok mengenai dana bantuan dari Menteri Keuangan Purbaya Yudhi Sadewa. Dapat diinformasikan bahwa unggahan video tersebut merupakan video deepfake AI dan informasi dalam video dimaksud merupakan HOAKS. https://t.co/xlYyrn1KWg,Wed Nov 05 08:47:15 +0000 2025,edar unggah video platform media sosial tiktok kena dana bantu menteri uang purbaya yudhi sadewa informasi unggah video sebut rupa video deepfake ai informasi video maksud rupa hoaks,beredar unggahan video di platform media sosial tiktok mengenai dana bantuan dari menteri keuangan purbaya yudhi sadewa. dapat diinformasikan bahwa unggahan video tersebut merupakan video deepfake ai dan informasi dalam video dimaksud merupakan hoaks.
Beredar unggahan di platform media sosial Facebook mengenai dana bantuan dari Menteri Keuangan Purbaya Yudhi Sadewa. Dapat diinformasikan bahwa informasi dalam unggahan video dimaksud merupakan HOAKS. https://t.co/vu0CVG5hCK,Wed Nov 05 08:46:37 +0000 2025,edar unggah platform media sosial facebook kena dana bantu menteri uang purbaya yudhi sadewa informasi informasi unggah video maksud rupa hoaks,beredar unggahan di platform media sosial facebook mengenai dana bantuan dari menteri keuangan purbaya yudhi sadewa. dapat diinformasikan bahwa informasi dalam unggahan video dimaksud merupakan hoaks.
@DedynurPalakka Penjilat Gibran gak ada jemu nya. Sudah bodoh ternyata ditanya A jawab B lalu dibilang hebat dan cerdas. Maknya dirodok wapres gak berkualitas dipuji kayak nabi. Sisa 12 4% kalah sama KDM dan purbaya,Wed Nov 05 08:44:40 +0000 2025,jilat gibran jemu nya bodoh nyata tanya a jawab b lalu bilang hebat cerdas maknya rodok wapres kualitas puji nabi sisa kalah sama kdm purbaya,penjilat gibran tidak ada jemu nya. sudah bodoh ternyata ditanya a jawab b lalu dibilang hebat dan cerdas. maknya dirodok wapres tidak berkualitas dipuji seperti nabi. sisa 12 4% kalah sama kdm dan purbaya
@CNNIndonesia dah bagus ada pak purbaya dirusak lagi sama si bapak....hedeeeeeeeh,Wed Nov 05 08:40:56 +0000 2025,dah bagus pak purbaya rusak sama si bapakhedeeeeeeeh,dah bagus ada pak purbaya dirusak lagi sama si bapak....hedeeeeeeeh
Direktorat Jenderal Bea dan Cukai bersama Kementerian Keuangan ini berlangsung di Kantor Pusat Direktorat Jenderal Bea dan Cukai Jakarta. Kegiatan yang dihadiri oleh Menteri Keuangan Bapak Purbaya Yudhi Sadewa Direktur Jenderal Bea dan Cukai Bapak Djaka Budhi Utama ,Wed Nov 05 08:36:25 +0000 2025,direktorat jenderal bea cukai sama menteri uang langsung kantor pusat direktorat jenderal bea cukai jakarta giat hadir menteri uang bapak purbaya yudhi sadewa direktur jenderal bea cukai bapak djaka budhi utama,direktorat jenderal bea dan cukai bersama kementerian keuangan ini berlangsung di kantor pusat direktorat jenderal bea dan cukai jakarta. kegiatan yang dihadiri oleh menteri keuangan bapak purbaya yudhi sadewa direktur jenderal bea dan cukai bapak djaka budhi utama
Purbaya Yudhi Sadewa mengungkap bahwa dirinya kerap diminta mendampingi Presiden saat ada pejabat yang memberi masukan tidak logis dalam rapat. Ia menjelaskan Presiden ingin setiap masukan dikaji secara rasional dan jika ada yang dianggap keliru dirinya ditugaskan untuk https://t.co/ppMvmLklgL,Wed Nov 05 08:16:07 +0000 2025,purbaya yudhi sadewa ungkap diri kerap minta damping presiden jabat beri masuk logis rapat jelas presiden masuk kaji rasional anggap keliru diri tugas,purbaya yudhi sadewa mengungkap bahwa dirinya kerap diminta mendampingi presiden saat ada pejabat yang memberi masukan tidak logis dalam rapat. ia menjelaskan presiden ingin setiap masukan dikaji secara rasional dan jika ada yang dianggap keliru dirinya ditugaskan untuk
Menteri Keuangan RI Purbaya Yudhi Sadewa menyampaikan permohonan maaf kepada para kepala daerah terkait polemik mengenai simpanan dana daerah yang mengendap di perbankan. Menkeu Purbaya menjelaskan bahwa tujuan utamanya menyinggung endapan dana tersebut adalah untuk mendorong https://t.co/lLWg1nfaZt,Wed Nov 05 08:09:32 +0000 2025,menteri uang ri purbaya yudhi sadewa sampai mohon maaf kepala daerah kait polemik kena simpan dana daerah endap perban menkeu purbaya jelas tuju utama singgung endap dana sebut dorong,menteri keuangan ri purbaya yudhi sadewa menyampaikan permohonan maaf kepada para kepala daerah terkait polemik mengenai simpanan dana daerah yang mengendap di perbankan. menkeu purbaya menjelaskan bahwa tujuan utamanya menyinggung endapan dana tersebut adalah untuk mendorong
Menteri Keuangan Purbaya Yudhi Sadewa menghadiri rapat kerja dengan Komite IV DPD RI Senin (3/11). Purbaya mengatakan pemerintah membuka diri terhadap investasi asing. Namun ia menegaskan tidak akan memohon kepada investor asing untuk berinvestasi di Indonesia. #detikfinance https://t.co/qBecYzezIU,Wed Nov 05 08:00:00 +0000 2025,menteri uang purbaya yudhi sadewa hadir rapat kerja komite iv dpd ri senin purbaya kata perintah buka diri investasi asing tegas mohon investor asing investasi indonesia,menteri keuangan purbaya yudhi sadewa menghadiri rapat kerja dengan komite iv dpd ri senin (3/11). purbaya mengatakan pemerintah membuka diri terhadap investasi asing. namun ia menegaskan tidak akan memohon kepada investor asing untuk berinvestasi di indonesia. #detikfinance
Dalam Rapat Kerja Komite IV DPD RI Casytha Arriwi Kathmandu wakil Jawa Tengah melontarkan apresiasi dan pertanyaan tajam kepada Menteri Keuangan Purbaya Yudhi Sadewa khususnya terkait kebijakan penempatan dana Rp200 triliun di Himpunan Bank Negara (Himbara). #CasythaDutaJateng https://t.co/Eds6kqfy1l,Wed Nov 05 07:51:20 +0000 2025,rapat kerja komite iv dpd ri casytha arriwi kathmandu wakil jawa tengah lontar apresiasi tanya tajam menteri uang purbaya yudhi sadewa khusus kait bijak tempat dana rp triliun himpun bank negara himbara,dalam rapat kerja komite iv dpd ri casytha arriwi kathmandu wakil jawa tengah melontarkan apresiasi dan pertanyaan tajam kepada menteri keuangan purbaya yudhi sadewa khususnya terkait kebijakan penempatan dana rp200 triliun di himpunan bank negara (himbara). #casythadutajateng
Menteri Keuangan Purbaya Yudhi Sadewa menyatakan tidak terlalu khawatir meskipun nilai tukar rupiah saat ini telah menembus level Rp16.600 per dolar Amerika Serikat (AS). Purbaya meyakini bahwa ke depan rupiah akan berbalik menguat secara signifikan. Optimisme tersebut https://t.co/PrcOzC4W6v,Wed Nov 05 07:46:20 +0000 2025,menteri uang purbaya yudhi sadewa nyata terlalu khawatir meski nilai tukar rupiah tembus level rp per dolar amerika serikat as purbaya yakin depan rupiah balik kuat signifikan optimisme sebut,menteri keuangan purbaya yudhi sadewa menyatakan tidak terlalu khawatir meskipun nilai tukar rupiah saat ini telah menembus level rp16.600 per dolar amerika serikat (as). purbaya meyakini bahwa ke depan rupiah akan berbalik menguat secara signifikan. optimisme tersebut
@RagilSemar Kalau lihat video Pak Ahy Pak Jonan Pak Purbaya sama pak Prabowo. Yakin kusut semua. Alias ngak happy dgn pemerintahan Mulyono. Ahy udah kelihatan stress pekerjaan ngak gimana pusing. Gagal bayar Ka Cepat. Laut Natuna Pelabuhan dan Tambang disita RRC off the record.,Wed Nov 05 07:22:25 +0000 2025,kalau lihat video pak ahy pak jonan pak purbaya sama pak prabowo yakin kusut semua alias ngak happy perintah mulyono ahy lihat stress kerja ngak bagaimana pusing gagal bayar ka cepat laut natuna labuh tambang sita rrc off the record,kalau lihat video pak ahy pak jonan pak purbaya sama pak prabowo. yakin kusut semua. alias ngak happy dengan pemerintahan mulyono. ahy sudah kelihatan stress pekerjaan ngak bagaimana pusing. gagal bayar ka cepat. laut natuna pelabuhan dan tambang disita rrc off the record.
@sharpandshark Kalau org banyak korupsi ya takut karena rakut ketauan ya bekerja untuk rakyat juga dan mantau elu elu juga karena kalau engga d pantau seenak udelnya lu anggota DPD gua sih dukung purbaya.,Wed Nov 05 07:01:55 +0000 2025,kalau orang banyak korupsi takut rakut tau kerja rakyat mantau elu elu kalau pantau enak udel lu anggota dpd gua sih dukung purbaya,kalau orang banyak korupsi ya takut karena rakut ketauan ya bekerja untuk rakyat juga dan mantau elu elu juga karena kalau tidak di pantau seenak udelnya lu anggota dpd gua sih dukung purbaya.
Gubernur Jawa Barat Dedi Mulyadi menanggapi permintaan maaf Menteri Keuangan Purbaya Yudhi Sadewa atas pemangkasan anggaran kementerian dan pemerintah daerah. #Ekonomi #AdadiKompas https://t.co/MkbFSlqP5f,Wed Nov 05 07:01:37 +0000 2025,gubernur jawa barat dedi mulyadi tanggap minta maaf menteri uang purbaya yudhi sadewa atas mangkas anggar menteri perintah daerah,gubernur jawa barat dedi mulyadi menanggapi permintaan maaf menteri keuangan purbaya yudhi sadewa atas pemangkasan anggaran kementerian dan pemerintah daerah. #ekonomi #adadikompas
Menantikan Dukungan Publik dan Presiden Prabowo atas Keberanian Purbaya Menteri Keuangan Purbaya Yudhi Sadewa terus membongkar fakta memprihatinkan perihal pengelolaan negara. Terbaru dia blak-blakan pernah ditanya oleh Jaksa Agung ST Burhanuddin apakah pegawai pajak dan bea https://t.co/COLSUv2Xt2,Wed Nov 05 06:50:57 +0000 2025,nanti dukung publik presiden prabowo atas berani purbaya menteri uang purbaya yudhi sadewa terus bongkar fakta prihatin perihal kelola negara baru blakblakan pernah tanya jaksa agung st burhanuddin pegawai pajak bea,menantikan dukungan publik dan presiden prabowo atas keberanian purbaya menteri keuangan purbaya yudhi sadewa terus membongkar fakta memprihatinkan perihal pengelolaan negara. terbaru dia blak-blakan pernah ditanya oleh jaksa agung st burhanuddin apakah pegawai pajak dan bea
Pernyataan itu disampaikan Anggota Komite IV DPD RI Ali Alwi dalam rapat kerja Komite IV DPD RI dengan Menteri Keuangan Purbaya Yudhi Sadewa di Gedung DPD RI Senayan Jakarta Senin (3/11/2025). Apa saja pesan yang disampaikan Ali Alwi ke Purbaya? Cek video selengkapnya! | https://t.co/XZyrnY2qhy,Wed Nov 05 06:50:43 +0000 2025,nyata sampai anggota komite iv dpd ri ali alwi rapat kerja komite iv dpd ri menteri uang purbaya yudhi sadewa gedung dpd ri senayan jakarta senin apa pesan sampai ali alwi purbaya cek video lengkap,pernyataan itu disampaikan anggota komite iv dpd ri ali alwi dalam rapat kerja komite iv dpd ri dengan menteri keuangan purbaya yudhi sadewa di gedung dpd ri senayan jakarta senin (3/11/2025). apa saja pesan yang disampaikan ali alwi ke purbaya? cek video selengkapnya! |
@RagilSemar Dari awal berita purbaya g mau cover utang kereta itu saya sdh heleh iyo ta ini utang negara bkn utang personal kl g dibyr negara ini ya jelek namanya kl dlm prosesnya ada g gennah itu hal lain silahkan di proses tp utang negara ttp ya hrs dibyr oleh negara.,Wed Nov 05 06:46:39 +0000 2025,awal berita purbaya tidak mau cover utang kereta heleh iyo ta utang negara bukan utang personal kl tidak dibyr negara jelek nama kl proses tidak gennah silah proses utang negara tetap dibyr negara,dari awal berita purbaya Tidak mau cover utang kereta itu saya sudah heleh iyo ta ini utang negara bukan utang personal kl Tidak dibyr negara ini ya jelek namanya kl dalam prosesnya ada Tidak gennah itu hal lain silahkan di proses tetapi utang negara tetap ya harus dibyr oleh negara.
@sharpandshark Sejak kehadiran Menteri Purbaya rakyat sudah bisa memprediksi bahwa dia akan terus DISIKAT oleh kaum b4ngs*t penjahat2 negeri dengan berbagai macam cara... Yah sudahlah.. mungkin memang tidak ada tempat untuk orang baik di negeri konoha ini..,Wed Nov 05 06:45:07 +0000 2025,sejak hadir menteri purbaya rakyat prediksi terus sikat kaum bngst jahat negeri bagai macam cara yah sudah mungkin memang tempat orang baik negeri konoha,sejak kehadiran menteri purbaya rakyat sudah bisa memprediksi bahwa dia akan terus disikat oleh kaum b4ngs*t penjahat2 negeri dengan berbagai macam cara... yah sudahlah.. mungkin memang tidak ada tempat untuk orang baik di negeri konoha ini..
@KangManto123 Kalau benar Whoos akhirnya dibayar pake APBN Kasihan Purbaya sebaiknya mundur pak atasan bapak tidak serius dengan kebijakan bapak.,Wed Nov 05 06:40:46 +0000 2025,kalau benar whoos akhir bayar pakai apbn kasihan purbaya baik mundur pak atas bapak serius bijak bapak,kalau benar whoos akhirnya dibayar pakai apbn kasihan purbaya sebaiknya mundur pak atasan bapak tidak serius dengan kebijakan bapak.
@ladifsaint mungkin perlu sumpah pemuda jilid 2. pemuda seluruh NKRI berdiri bersama JAGA PEJABAT YG BAIK. kasih nepalkan pejabat atau koruptor yg mau sikat pejabat baik kayak purbaya..habisin 3 generasi mrk..karna mereka lebih busuk dari PKI,Wed Nov 05 06:37:37 +0000 2025,mungkin perlu sumpah pemuda jilid pemuda seluruh nkri diri sama jaga jabat baik kasih nepalkan jabat koruptor mau sikat jabat baik purbayahabisin generasi mrkkarna lebih busuk pki,mungkin perlu sumpah pemuda jilid 2. pemuda seluruh nkri berdiri bersama jaga pejabat yang baik. kasih nepalkan pejabat atau koruptor yang mau sikat pejabat baik seperti purbaya..habisin 3 generasi mrk..karna mereka lebih busuk dari pki
