text,date,CleanSVM,CleanIndoBERTweet,Label
Dirjen Bea Cukai Kemenkeu Djaka Budhi Utama angkat bicara mengenai ancaman Menkeu Purbaya Yudhi Sadewa yang akan bekukan otoritas kepabeanan tersebut jika tak memperbaiki kinerja. Djaka mengatakan itu menjadi upaya koreksi pemerintah. Dia memastikan lembaganya akan memperbaiki,Wed Dec 03 08:03:21 +0000 2025,dirjen bea cukai kemenkeu djaka budhi utama angkat bicara kena ancam menkeu purbaya yudhi sadewa beku otoritas pabean sebut tak baik kerja djaka kata jadi upaya koreksi perintah pasti lembaga baik,dirjen bea cukai kemenkeu djaka budhi utama angkat bicara mengenai ancaman menkeu purbaya yudhi sadewa yang akan bekukan otoritas kepabeanan tersebut jika tak memperbaiki kinerja. djaka mengatakan itu menjadi upaya koreksi pemerintah. dia memastikan lembaganya akan memperbaiki,1.0
Menteri Keuangan Purbaya Yudhi Sadewa memberi waktu satu tahun untuk perbaikan Bea Cukai. Ini respons Bos Bea Cukai.https://t.co/K4Y4MXxWGW,Wed Dec 03 07:53:00 +0000 2025,menteri uang purbaya yudhi sadewa beri waktu satu tahun baik bea cukai respons bos bea cukai,menteri keuangan purbaya yudhi sadewa memberi waktu satu tahun untuk perbaikan bea cukai. ini respons bos bea cukai.,1.0
Menteri Keuangan Purbaya Yudhi Sadewa terus berbenah. Setelah bersikap tegas terhadap maraknya impor pakaian bekas ilegal kali ini ia mengalihkan fokus ke persoalan carut-marutnya tata kelola impor baja. #SmartNews @kompascom https://t.co/YCdChxmHtb,Wed Dec 03 07:30:00 +0000 2025,menteri uang purbaya yudhi sadewa terus benah sikap tegas marak impor pakai bekas ilegal kali alih fokus soal carutmarutnya tata kelola impor baja,menteri keuangan purbaya yudhi sadewa terus berbenah. setelah bersikap tegas terhadap maraknya impor pakaian bekas ilegal kali ini ia mengalihkan fokus ke persoalan carut-marutnya tata kelola impor baja. #smartnews,1.0
Banjar Purbaya Iseng Coba kesibukannya sebagai pejabat penting di Kementerian Keuangan (Kemenkeu) Purbaya Yudhi Sadewa yang saat ini menjabat sebagai salah satu pejabat di Badan Kebijakan Fiskal (BKF) membuat kehebohan di kalangan pegawai https://t.co/dZ98w8aQgy,Wed Dec 03 07:03:50 +0000 2025,banjar purbaya iseng coba sibuk jabat penting menteri uang kemenkeu purbaya yudhi sadewa jabat salah satu jabat badan bijak fiskal bkf buat heboh kalang pegawai,banjar purbaya iseng coba kesibukannya sebagai pejabat penting di kementerian keuangan (kemenkeu) purbaya yudhi sadewa yang saat ini menjabat sebagai salah satu pejabat di badan kebijakan fiskal (bkf) membuat kehebohan di kalangan pegawai,2.0
Menteri Keuangan Purbaya Yudhi Sadewa kembali buka suara soal upaya memperbaiki Direktorat Jenderal Bea Cukai (DJBC). Purbaya tak segan memecat pegawai Bea Cukai yang tidak mau berubah. &gt;&gt; https://t.co/uJ2U9jvO2N #BeaCukai #Kemenkeu #Menkeu #PurbayaYudhiSadewa https://t.co/FCXHxgMyvU,Wed Dec 03 05:00:01 +0000 2025,menteri uang purbaya yudhi sadewa buka suara soal upaya baik direktorat jenderal bea cukai djbc purbaya tak segan pecat pegawai bea cukai mau ubah gtgt,menteri keuangan purbaya yudhi sadewa kembali buka suara soal upaya memperbaiki direktorat jenderal bea cukai (djbc). purbaya tak segan memecat pegawai bea cukai yang tidak mau berubah. &gt;&gt; #beacukai #kemenkeu #menkeu #purbayayudhisadewa,1.0
Keras! Purbaya Ancam Rumahkan 16 Ribu Pegawai Bea Cukai Menteri Keuangan Purbaya Yudhi Sadewa kembali menegaskan komitmennya memperbaiki Direktorat Jenderal Bea Cukai. Ia menegaskan tak akan ragu memberhentikan pegawai yang tidak mau berubah. #detikfinance #Purbaya #BeaCukai https://t.co/90b0NeRnqN,Wed Dec 03 03:00:02 +0000 2025,keras purbaya ancam rumah ribu pegawai bea cukai menteri uang purbaya yudhi sadewa tegas komitmen baik direktorat jenderal bea cukai tegas tak ragu henti pegawai mau ubah,keras! purbaya ancam rumahkan 16 ribu pegawai bea cukai menteri keuangan purbaya yudhi sadewa kembali menegaskan komitmennya memperbaiki direktorat jenderal bea cukai. ia menegaskan tak akan ragu memberhentikan pegawai yang tidak mau berubah. #detikfinance #purbaya #beacukai,1.0
Saatnya BI Turun ke Bumi Berpihak pada Rakyat Peringatan keras dari Ketua LPS Purbaya Yudhi Sadewa adalah alarm: pertumbuhan ekonomi terancam karena BI terlalu ketat mengendalikan uang beredar. Di tengah konsumsi melemah dan UMKM sulit bernapas apa gunanya inflasi rendah https://t.co/IrQSOOBIj3,Wed Dec 03 02:31:41 +0000 2025,saat bi turun bumi pihak rakyat ingat keras ketua lps purbaya yudhi sadewa alarm tumbuh ekonomi ancam bi terlalu ketat kendali uang edar tengah konsumsi lemah umkm sulit napas apa guna inflasi rendah,saatnya bi turun ke bumi berpihak pada rakyat peringatan keras dari ketua lps purbaya yudhi sadewa adalah alarm: pertumbuhan ekonomi terancam karena bi terlalu ketat mengendalikan uang beredar. di tengah konsumsi melemah dan umkm sulit bernapas apa gunanya inflasi rendah,1.0
@KenapeAje @misteriep123 @nooptionmood @revania__says @tiramiczu @aniesbaswedan @sahrinhamid @sociotalker @gerakanrakyatid @tatakujiyati @GeizChalifah @BosPurwa @abu_waras @BivitriS @zainalamochtar @feriamsari @bhimayudistira @media_askar @celios_id Ya survei Indikator Politik Nov 2025 nunjukin Prabowo unggul 46 7% Dedi Mulyadi 18 4% dan nama baru seperti Purbaya Yudhi Sadewa lagi naik. Anies memang di 9% tapi politik bisa berubah dengan kandidat fresh. Yang kamu tag mungkin bagian dari diskusi itu. Mau bahas survei,Fri Dec 05 15:42:32 +0000 2025,survei indikator politik nov nunjukin prabowo unggul dedi mulyadi nama baru purbaya yudhi sadewa naik anies memang politik ubah kandidat fresh kamu tag mungkin bagi diskusi mau bahas survei,ya survei indikator politik nov 2025 nunjukin prabowo unggul 46 7% dedi mulyadi 18 4% dan nama baru seperti purbaya yudhi sadewa lagi naik. anies memang di 9% tetapi politik bisa berubah dengan kandidat fresh. yang kamu tag mungkin bagian dari diskusi itu. mau bahas survei,1.0
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan bahwa penempatan dana Rp200 triliun di bank-bank BUMN bukan penggunaan dana darurat melainkan pemindahan kas pemerintah dari Bank Indonesia untuk menjaga likuiditas dan stabilitas ekonomi. Ia menilai kritik dari media asing The https://t.co/Wg0PekJhjP,Fri Dec 05 13:20:10 +0000 2025,menteri uang purbaya yudhi sadewa tegas tempat dana rp triliun bankbank bumn bukan guna dana darurat pindah kas perintah bank indonesia jaga likuiditas stabilitas ekonomi nilai kritik media asing the,menteri keuangan purbaya yudhi sadewa menegaskan bahwa penempatan dana rp200 triliun di bank-bank bumn bukan penggunaan dana darurat melainkan pemindahan kas pemerintah dari bank indonesia untuk menjaga likuiditas dan stabilitas ekonomi. ia menilai kritik dari media asing the,1.0
@moluccas97 @ARSIPAJA Purbaya Yudhi Sadewa tidak menyebutkan nama spesifik orang super kaya yang dimaksud. Ia hanya menyatakan masih ada orang kaya di desil 8-10 yang menikmati subsidi seperti BBM dan listrik. Pemerintah akan redesain sistem subsidi agar lebih tepat sasaran dalam 2 tahun. Sumber: CNN,Fri Dec 05 12:44:31 +0000 2025,purbaya yudhi sadewa sebut nama spesifik orang super kaya maksud nyata orang kaya desil nikmat subsidi bbm listrik perintah redesain sistem subsidi lebih tepat sasar tahun sumber cnn,purbaya yudhi sadewa tidak menyebutkan nama spesifik orang super kaya yang dimaksud. ia hanya menyatakan masih ada orang kaya di desil 8-10 yang menikmati subsidi seperti bbm dan listrik. pemerintah akan redesain sistem subsidi agar lebih tepat sasaran dalam 2 tahun. sumber: cnn,1.0
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa menolak usulan Kepala BPI Danantara Rosan Roeslani untuk menghapus kewajiban pajak sejumlah BUMN. Dia (Rosan) minta keringanan pajak beberapa perusahaan (BUMN) dulu sebelum 2023 kejadiannya kalau nggak salah untuk dihilangkan https://t.co/QzIVPcX4f9,Fri Dec 05 09:40:00 +0000 2025,menteri uang menkeu purbaya yudhi sadewa tolak usul kepala bpi danantara ros roeslani hapus wajib pajak jumlah bumn ros minta ringan pajak beberapa usaha bumn dulu jadi kalau salah hilang,menteri keuangan (menkeu) purbaya yudhi sadewa menolak usulan kepala bpi danantara rosan roeslani untuk menghapus kewajiban pajak sejumlah bumn. dia (rosan) minta keringanan pajak beberapa perusahaan (bumn) dulu sebelum 2023 kejadiannya kalau nggak salah untuk dihilangkan,2.0
Menteri Keuangan Purbaya Yudhi Sadewa akan merombak skema subsidi agar lebih tepat sasaran menyortir penerima dari kelompok kaya. https://t.co/eBIdJL5erq,Fri Dec 05 09:23:00 +0000 2025,menteri uang purbaya yudhi sadewa rombak skema subsidi lebih tepat sasar sortir terima kelompok kaya,menteri keuangan purbaya yudhi sadewa akan merombak skema subsidi agar lebih tepat sasaran menyortir penerima dari kelompok kaya.,1.0
Pemerintah memastikan penanganan bencana di Aceh Sumatra Utara dan Sumatra Barat tidak akan terhambat masalah anggaran. Menkeu Purbaya Yudhi Sadewa bilang cadangan dana BNPB saat ini masih aman untuk kebutuhan darurat.,Fri Dec 05 08:17:51 +0000 2025,perintah pasti tangan bencana aceh sumatra utara sumatra barat hambat masalah anggar menkeu purbaya yudhi sadewa bilang cadang dana bnpb aman butuh darurat,pemerintah memastikan penanganan bencana di aceh sumatra utara dan sumatra barat tidak akan terhambat masalah anggaran. menkeu purbaya yudhi sadewa bilang cadangan dana bnpb saat ini masih aman untuk kebutuhan darurat.,2.0
Menteri Keuangan Purbaya Yudhi Sadewa mengungkap temuan bahwa masih ada warga dengan kekayaan sangat tinggi yang tercatat sebagai penerima subsidi. Penjelasan ini disampaikan seusai rapat dengan Komisi XI DPR. Purbaya menilai penyaluran harus diperbaiki agar anggaran negara tepat https://t.co/5TnzYv9io2,Fri Dec 05 08:07:07 +0000 2025,menteri uang purbaya yudhi sadewa ungkap temu warga kaya sangat tinggi catat terima subsidi jelas sampai usai rapat komisi xi dpr purbaya nilai salur baik anggar negara tepat,menteri keuangan purbaya yudhi sadewa mengungkap temuan bahwa masih ada warga dengan kekayaan sangat tinggi yang tercatat sebagai penerima subsidi. penjelasan ini disampaikan seusai rapat dengan komisi xi dpr. purbaya menilai penyaluran harus diperbaiki agar anggaran negara tepat,1.0
@NKRInNusantara @ARSIPAJA Saya tahu berita itu dari Menteri Keuangan Purbaya Yudhi Sadewa. Dia bilang ada orang super kaya di Indonesia yang masih nikmati subsidi tapi nggak sebut nama spesifik. Mungkin dari golongan decile 8-10 yang subsidi BBM atau listriknya belum tepat sasaran. Kalau ada info lebih,Fri Dec 05 06:09:51 +0000 2025,tahu berita menteri uang purbaya yudhi sadewa bilang orang super kaya indonesia nikmat subsidi sebut nama spesifik mungkin golong decile subsidi bbm listrik tepat sasar kalau info lebih,saya tahu berita itu dari menteri keuangan purbaya yudhi sadewa. dia bilang ada orang super kaya di indonesia yang masih nikmati subsidi tetapi nggak sebut nama spesifik. mungkin dari golongan decile 8-10 yang subsidi bbm atau listriknya belum tepat sasaran. kalau ada info lebih,1.0
Menkeu Purbaya Yudhi Sadewa menyampaikan bahwa rapat dengan BPI Danantara dan Komisi XI DPR RI berfokus pada upaya meningkatkan efisiensi penyaluran subsidi terutama agar subsidi lebih tepat sasaran.⁣ ⁣ &gt;&gt; https://t.co/pJhuLU5ehv ⁣ #purbaya #danantara #dprri https://t.co/16X0ewuVGs,Fri Dec 05 06:00:00 +0000 2025,menkeu purbaya yudhi sadewa sampai rapat bpi danantara komisi xi dpr ri fokus upaya tingkat efisiensi salur subsidi utama subsidi lebih tepat sasar  gtgt ,menkeu purbaya yudhi sadewa menyampaikan bahwa rapat dengan bpi danantara dan komisi xi dpr ri berfokus pada upaya meningkatkan efisiensi penyaluran subsidi terutama agar subsidi lebih tepat sasaran.⁣ ⁣ &gt;&gt; ⁣ #purbaya #danantara #dprri,1.0
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa menegaskan dukungannya terhadap perubahan dalam Undang-Undang Pengembangan dan Penguatan Sektor Keuangan (P2SK). Berita Selengkapnya : https://t.co/MG0INe1Aq3 #tvrinews #tvrinasional #mediapemersatubangsa #P2SK https://t.co/2seafPPnDt,Fri Dec 05 04:32:14 +0000 2025,menteri uang menkeu purbaya yudhi sadewa tegas dukung ubah undangundang kembang kuat sektor uang psk berita lengkap,menteri keuangan (menkeu) purbaya yudhi sadewa menegaskan dukungannya terhadap perubahan dalam undang-undang pengembangan dan penguatan sektor keuangan (p2sk). berita selengkapnya : #tvrinews #tvrinasional #mediapemersatubangsa #p2sk,1.0
Menteri Keuangan Purbaya Yudhi Sadewa berencana kunjungi pelabuhan untuk perbaikan Bea Cukai. Sistem baru berbasis teknologi dan AI akan diterapkan. https://t.co/t3vkYShmn2,Fri Dec 05 03:46:00 +0000 2025,menteri uang purbaya yudhi sadewa rencana kunjung labuh baik bea cukai sistem baru bas teknologi ai terap,menteri keuangan purbaya yudhi sadewa berencana kunjungi pelabuhan untuk perbaikan bea cukai. sistem baru berbasis teknologi dan ai akan diterapkan.,1.0
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa memberikan klarifikasi tegas mengenai isu pemotongan Dana Transfer ke Daerah (TKD) atau dana Pemerintah Daerah (Pemda). Ia menegaskan bahwa kebijakan pemotongan signifikan tersebut telah diputuskan sebelum dirinya menjabat sebagai https://t.co/7gO2vyUAIY,Fri Dec 05 03:00:30 +0000 2025,menteri uang menkeu purbaya yudhi sadewa beri klarifikasi tegas kena isu potong dana transfer daerah tkd dana perintah daerah pemda tegas bijak potong signifikan sebut putus diri jabat,menteri keuangan (menkeu) purbaya yudhi sadewa memberikan klarifikasi tegas mengenai isu pemotongan dana transfer ke daerah (tkd) atau dana pemerintah daerah (pemda). ia menegaskan bahwa kebijakan pemotongan signifikan tersebut telah diputuskan sebelum dirinya menjabat sebagai,1.0
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa secara tegas menolak permintaan CEO Danantara Rosan Roeslani terkait penghapusan kewajiban pajak bagi sejumlah BUMN. Permintaan yang diajukan beberapa tahun lalu itu ditolak karena perusahaan pelat merah dinilai sudah meraup https://t.co/5cqNFy0ybN,Fri Dec 05 02:33:58 +0000 2025,menteri uang menkeu purbaya yudhi sadewa tegas tolak minta ceo danantara ros roeslani kait hapus wajib pajak jumlah bumn minta aju beberapa tahun lalu tolak usaha pelat merah nilai raup,menteri keuangan (menkeu) purbaya yudhi sadewa secara tegas menolak permintaan ceo danantara rosan roeslani terkait penghapusan kewajiban pajak bagi sejumlah bumn. permintaan yang diajukan beberapa tahun lalu itu ditolak karena perusahaan pelat merah dinilai sudah meraup,1.0
Menteri Keuangan Purbaya Yudhi Sadewa membeberkan kesalahan cara pandang lama bahwa pertumbuhan ekonomi 5% sudah kepanasan sehingga kebijakan justru menahan laju ekonomi. #PurbayaYudhadewa #PertumbuhanEkonomi #KebijakanEkonomi #BLT #Perbankan #LapanganKerja #EkonomiMakro https://t.co/qQgA0QEuPm,Fri Dec 05 02:30:00 +0000 2025,menteri uang purbaya yudhi sadewa beber salah cara pandang lama tumbuh ekonomi panas bijak justru tahan laju ekonomi,menteri keuangan purbaya yudhi sadewa membeberkan kesalahan cara pandang lama bahwa pertumbuhan ekonomi 5% sudah kepanasan sehingga kebijakan justru menahan laju ekonomi. #purbayayudhadewa #pertumbuhanekonomi #kebijakanekonomi #blt #perbankan #lapangankerja #ekonomimakro,1.0
Seorang pemuda yg sangat berani menggugat presiden Prabowo. Perkara 415/G/TF/2025/PTUN.pda tgl 5 Des 2025. Tergugat l. Presiden Prabowo. Tergugat ll. Mentria raja juli antoni. Tergugat lll. Mentri keuangan Purbaya Yudhi sadewa. Tergugat lV. Kepala BNPB Letjen TNI Suharyanto,Sun Dec 07 13:50:11 +0000 2025,orang pemuda sangat berani gugat presiden prabowo perkara gtfptunpda tanggal des gugat l presiden prabowo gugat ll mentria raja juli antoni gugat lll tri uang purbaya yudhi sadewa gugat lv kepala bnpb letjen tni suharyanto,seorang pemuda yang sangat berani menggugat presiden prabowo. perkara 415/g/tf/2025/ptun.pda tanggal 5 des 2025. tergugat l. presiden prabowo. tergugat ll. mentria raja juli antoni. tergugat lll. mentri keuangan purbaya yudhi sadewa. tergugat lv. kepala bnpb letjen tni suharyanto,1.0
🇮🇩 Purbaya ingin Sudahi Subsidi Tidak Tepat Sasaran Menkeu Purbaya Yudhi Sadewa ungkap masih banyak orang kaya menikmati subsidi yang seharusnya untuk masyarakat miskin. Pemerintah akan re-design skema subsidi BBM &amp; listrik dalam 6 bulan ke depan agar lebih tepat sasaran. https://t.co/aI5cZ2YO7z,Sun Dec 07 12:38:04 +0000 2025, purbaya sudah subsidi tepat sasar menkeu purbaya yudhi sadewa ungkap banyak orang kaya nikmat subsidi masyarakat miskin perintah redesign skema subsidi bbm amp listrik bulan depan lebih tepat sasar,🇮🇩 purbaya ingin sudahi subsidi tidak tepat sasaran menkeu purbaya yudhi sadewa ungkap masih banyak orang kaya menikmati subsidi yang seharusnya untuk masyarakat miskin. pemerintah akan re-design skema subsidi bbm &amp; listrik dalam 6 bulan ke depan agar lebih tepat sasaran.,1.0
Menteri Keuangan Purbaya Yudhi Sadewa berencana untuk lebih sering mengunjungi pelabuhan-pelabuhan di Tanah Air. Hal itu dilakukan guna memastikan perbaikan sistem Direktorat Jenderal Bea dan Cukai (DJBC) berjalan dengan baik. . Staf Ahli Menteri Keuangan Bidang Penerimaan Negara https://t.co/uNktjW7HPI,Sun Dec 07 04:49:39 +0000 2025,menteri uang purbaya yudhi sadewa rencana lebih sering unjung pelabuhanpelabuhan tanah air laku guna pasti baik sistem direktorat jenderal bea cukai djbc jalan baik staf ahli menteri uang bidang terima negara,menteri keuangan purbaya yudhi sadewa berencana untuk lebih sering mengunjungi pelabuhan-pelabuhan di tanah air. hal itu dilakukan berguna memastikan perbaikan sistem direktorat jenderal bea dan cukai (djbc) berjalan dengan baik. . staf ahli menteri keuangan bidang penerimaan negara,1.0
Sedulur! Beredar 𝐮𝐧𝐠𝐠𝐚𝐡𝐚𝐧 di media sosial 𝐅𝐚𝐜𝐞𝐛𝐨𝐨𝐤 dengan 𝐧𝐚𝐫𝐚𝐬𝐢 𝐛𝐚𝐡𝐰𝐚 Ketua DPR RI Puan Maharani dan Presiden ke-5 RI Megawati Soekarnoputri memberikan peringatan keras kepada Menteri Keuangan Purbaya Yudhi Sadewa dengan ancaman akan dilengserkan.,Mon Dec 08 03:01:56 +0000 2025,dulur edar  media sosial    ketua dpr ri puan maharani presiden ri megawati soekarnoputri beri ingat keras menteri uang purbaya yudhi sadewa ancam lengser,sedulur! beredar 𝐮𝐧𝐠𝐠𝐚𝐡𝐚𝐧 di media sosial 𝐅𝐚𝐜𝐞𝐛𝐨𝐨𝐤 dengan 𝐧𝐚𝐫𝐚𝐬𝐢 𝐛𝐚𝐡𝐰𝐚 ketua dpr ri puan maharani dan presiden ke-5 ri megawati soekarnoputri memberikan peringatan keras kepada menteri keuangan purbaya yudhi sadewa dengan ancaman akan dilengserkan.,2.0
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa memberikan peringatan keras agar seluruh pegawai Direktorat Jenderal Bea dan Cukai (DJBC) Kementerian Keuangan (Kemenkeu) memperbaiki kinerjanya. Dia tak segan merumahkan seluruh pegawai bea cukai tanpa menerima gaji apabila gagal https://t.co/YAuKug60Fu,Tue Dec 09 05:46:29 +0000 2025,menteri uang menkeu purbaya yudhi sadewa beri ingat keras seluruh pegawai direktorat jenderal bea cukai djbc menteri uang kemenkeu baik kerja tak segan rumah seluruh pegawai bea cukai terima gaji apabila gagal,menteri keuangan (menkeu) purbaya yudhi sadewa memberikan peringatan keras agar seluruh pegawai direktorat jenderal bea dan cukai (djbc) kementerian keuangan (kemenkeu) memperbaiki kinerjanya. dia tak segan merumahkan seluruh pegawai bea cukai tanpa menerima gaji apabila gagal,1.0
Menteri Keuangan Purbaya Yudhi Sadewa menegaskan bahwa pemerintah tidak akan memberikan gaji kepada para pegawai bea cukai yang nantinya dirumahkan apabila mereka gagal menunjukkan perbaikan kinerja dan profesionalitas. Peringatan keras ini disampaikan sebagai bagian dari upaya,Tue Dec 09 05:30:02 +0000 2025,menteri uang purbaya yudhi sadewa tegas perintah beri gaji pegawai bea cukai nanti rumah apabila gagal tunjuk baik kerja profesionalitas ingat keras sampai bagi upaya,menteri keuangan purbaya yudhi sadewa menegaskan bahwa pemerintah tidak akan memberikan gaji kepada para pegawai bea cukai yang nantinya dirumahkan apabila mereka gagal menunjukkan perbaikan kinerja dan profesionalitas. peringatan keras ini disampaikan sebagai bagian dari upaya,1.0
Menteri Keuangan Purbaya Yudhi Sadewa mengeluarkan ultimatum keras kepada seluruh pegawai Bea Cukai yang bisa dirumahkan tanpa gaji apabila instansi tersebut gagal memperbaiki kinerja dalam waktu satu tahun. #suaramerdeka #menkeu #purbayayudhisadewa #ultimatum #beacukai #kinerja https://t.co/WfbP72Kjpn,Tue Dec 09 04:25:40 +0000 2025,menteri uang purbaya yudhi sadewa keluar ultimatum keras seluruh pegawai bea cukai rumah gaji apabila instansi sebut gagal baik kerja waktu satu tahun,menteri keuangan purbaya yudhi sadewa mengeluarkan ultimatum keras kepada seluruh pegawai bea cukai yang bisa dirumahkan tanpa gaji apabila instansi tersebut gagal memperbaiki kinerja dalam waktu satu tahun. #suaramerdeka #menkeu #purbayayudhisadewa #ultimatum #beacukai #kinerja,1.0
Menteri Keuangan Purbaya Yudhi Sadewa mengungkapkan bahwa sejumlah importir pakaian bekas ilegal yang vokal menolak penertiban thrifting di media sosial ternyata tidak membayar pajak. https://t.co/cWjvDl4Nv5,Tue Dec 09 04:06:15 +0000 2025,menteri uang purbaya yudhi sadewa ungkap jumlah importir pakai bekas ilegal vokal tolak tertib thrifting media sosial nyata bayar pajak,menteri keuangan purbaya yudhi sadewa mengungkapkan bahwa sejumlah importir pakaian bekas ilegal yang vokal menolak penertiban thrifting di media sosial ternyata tidak membayar pajak.,2.0
Pemerintah makin tegas soal ekspor komoditas strategis seperti emas dan batu bara. Menteri Keuangan Purbaya Yudhi Sadewa memastikan aturan Bea Keluar kini diperketat bukan hanya soal tarif tapi juga standar kualitas. Selengkapnya di https://t.co/i1njX6FAHc https://t.co/B7tspqVEwi,Tue Dec 09 02:43:06 +0000 2025,perintah makin tegas soal ekspor komoditas strategis emas batu bara menteri uang purbaya yudhi sadewa pasti atur bea keluar kini ketat bukan soal tarif standar kualitas lengkap,pemerintah makin tegas soal ekspor komoditas strategis seperti emas dan batu bara. menteri keuangan purbaya yudhi sadewa memastikan aturan bea keluar kini diperketat bukan hanya soal tarif tetapi juga standar kualitas. selengkapnya di,1.0
Menteri Keuangan Purbaya Yudhi Sadewa memastikan cukai minuman berpemanis dalam kemasan (MBDK) tidak akan diterapkan pada 2026 dan baru dipertimbangkan saat pertumbuhan ekonomi nasional melampaui 6%. Simak selengkapnya: https://t.co/QrstvCU3pg https://t.co/ZM5wYcJmqB,Tue Dec 09 02:11:14 +0000 2025,menteri uang purbaya yudhi sadewa pasti cukai minum man kemas mbdk terap baru timbang tumbuh ekonomi nasional lampau simak lengkap,menteri keuangan purbaya yudhi sadewa memastikan cukai minuman berpemanis dalam kemasan (mbdk) tidak akan diterapkan pada 2026 dan baru dipertimbangkan saat pertumbuhan ekonomi nasional melampaui 6%. simak selengkapnya:,1.0
Menteri Keuangan Purbaya Yudhi Sadewa kembali melontarkan ancaman tegas kepada pegawai Direktorat Jenderal Bea dan Cukai (DJBC) agar segera memperbaiki kinerja dalam satu tahun ke depan. Dalam rapat kerja dengan Komisi XI DPR RI pada Senin (8/12/2025) Purbaya menyatakan bahwa https://t.co/lQyaXFE8vb,Tue Dec 09 01:06:00 +0000 2025,menteri uang purbaya yudhi sadewa lontar ancam tegas pegawai direktorat jenderal bea cukai djbc segera baik kerja satu tahun depan rapat kerja komisi xi dpr ri senin purbaya nyata,menteri keuangan purbaya yudhi sadewa kembali melontarkan ancaman tegas kepada pegawai direktorat jenderal bea dan cukai (djbc) agar segera memperbaiki kinerja dalam satu tahun ke depan. dalam rapat kerja dengan komisi xi dpr ri pada senin (8/12/2025) purbaya menyatakan bahwa,1.0
Menteri Keuangan Purbaya Yudhi Sadewa resmi mengenakan bea keluar ekspor emas hingga maksimal 15% mulai 23 Desember 2025 untuk menjaga pasokan dalam negeri dan stabilitas harga. Simak selengkapnya: https://t.co/GUQnObmCmz https://t.co/4GELqVGjWC,Wed Dec 10 13:38:23 +0000 2025,menteri uang purbaya yudhi sadewa resmi kena bea keluar ekspor emas hingga maksimal mulai desember jaga pasok negeri stabilitas harga simak lengkap,menteri keuangan purbaya yudhi sadewa resmi mengenakan bea keluar ekspor emas hingga maksimal 15% mulai 23 desember 2025 untuk menjaga pasokan dalam negeri dan stabilitas harga. simak selengkapnya:,1.0
Pemerintah mulai menerapkan bea keluar atas ekspor emas melalui PMK Nomor 80 Tahun 2025. Aturan ini ditegaskan Menteri Keuangan Purbaya Yudhi Sadewa yang menetapkan tarif antara 7 5 persen hingga 15 persen bergantung pada jenis produk dan harga referensi dari Kementerian https://t.co/fGeLNMeax4,Wed Dec 10 10:36:32 +0000 2025,perintah mulai terap bea keluar atas ekspor emas lalu pmk nomor tahun atur tegas menteri uang purbaya yudhi sadewa tetap tarif persen hingga persen gantung jenis produk harga referensi menteri,pemerintah mulai menerapkan bea keluar atas ekspor emas melalui pmk nomor 80 tahun 2025. aturan ini ditegaskan menteri keuangan purbaya yudhi sadewa yang menetapkan tarif antara 7 5 persen hingga 15 persen bergantung pada jenis produk dan harga referensi dari kementerian,1.0
JAKARTA - Menteri Keuangan Purbaya Yudhi Sadewa berencana mengenakan pajak ekspor batu bara antara 1% hingga 5% pada 2026 sebagai usaha meningkatkan penerimaan negara. Baca selengkapnya: https://t.co/8kXhPITPmn https://t.co/01L5edv2sc,Wed Dec 10 06:57:03 +0000 2025,jakarta menteri uang purbaya yudhi sadewa rencana kena pajak ekspor batu bara hingga usaha tingkat terima negara baca lengkap,jakarta - menteri keuangan purbaya yudhi sadewa berencana mengenakan pajak ekspor batu bara antara 1% hingga 5% pada 2026 sebagai usaha meningkatkan penerimaan negara. baca selengkapnya:,1.0
Sejalan dengan arahan Menteri Keuangan Purbaya Purbaya Yudhi Sadewa Bea Cukai Batam terus memperkuat pengawasan dan penindakan. Kami mengimbau masyarakat agar tidak membeli/memperdagangkan pakaian bekas impor ilegal demi melindungi kesehatan industri tekstil dan UMKM. https://t.co/QyjzOufKTL,Wed Dec 10 05:57:29 +0000 2025,jalan arah menteri uang purbaya purbaya yudhi sadewa bea cukai batam terus kuat awas tindak imbau masyarakat membelimemperdagangkan pakai bekas impor ilegal lindung sehat industri tekstil umkm,sejalan dengan arahan menteri keuangan purbaya purbaya yudhi sadewa bea cukai batam terus memperkuat pengawasan dan penindakan. kami mengimbau masyarakat agar tidak membeli/memperdagangkan pakaian bekas impor ilegal demi melindungi kesehatan industri tekstil dan umkm.,1.0
Hasil survei Inventure-Alvara menunjukkan mayoritas responden meyakini kebijakan pemerintah khususnya Menteri Keuangan Purbaya Yudhi Sadewa mampu meningkatkan rasa percaya diri terhadap kondisi finansial. Selengkapnya https://t.co/PgiEPxGpil,Wed Dec 10 04:02:05 +0000 2025,hasil survei inventurealvara tunjuk mayoritas responden yakin bijak perintah khusus menteri uang purbaya yudhi sadewa mampu tingkat rasa percaya diri kondisi finansial lengkap,hasil survei inventure-alvara menunjukkan mayoritas responden meyakini kebijakan pemerintah khususnya menteri keuangan purbaya yudhi sadewa mampu meningkatkan rasa percaya diri terhadap kondisi finansial. selengkapnya,1.0
